id,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,sqft_living15,sqft_lot15,price,habitaciones
1762600070,4,2,2,0,0,3,10,1984,3740,35230,917500,6
1687900520,4,2,2,0,0,4,8,1980,2260,8335,673000,6
7234600798,3,2,2,0,0,3,8,2008,1590,1795,425000,5
3881900445,5,3,1,0,0,3,7,1986,1280,2150,399950,8
2254502445,3,1,1,0,0,3,6,1901,1200,4800,385000,4
5437810320,3,2,1,0,2,4,7,1975,1950,8941,269950,5
9158100075,2,1,1,0,0,3,7,1949,1540,8280,330000,3
3830630310,3,2,2,0,0,3,7,1988,1670,6183,260000,5
8123100045,4,3,2,0,0,4,7,1925,1410,5375,470000,7
3127200041,4,3,2,0,0,5,7,1961,2290,9600,589000,7
6661200320,2,2,2,0,0,3,7,1996,1050,3417,163500,4
11510310,4,3,2,0,0,3,9,1993,2260,9984,835000,7
825059270,5,3,1,0,2,4,10,1986,2540,10270,1100000,8
8731951370,4,2,1,0,0,4,8,1969,2190,8910,269000,6
1954440060,3,2,2,0,0,3,8,1987,2030,8744,560000,5
2264500350,4,1,2,0,0,4,6,1901,1330,4400,615000,5
1115810060,3,2,1,0,0,3,8,1975,2230,9340,585188,5
9477200200,3,2,1,0,0,3,7,1977,1540,8400,305000,5
1432600560,3,1,1,0,0,3,6,1959,1230,7980,166950,4
2287000060,3,2,1,0,0,4,8,1959,2680,10083,799000,5
3663500060,3,2,1,0,0,4,7,1962,1900,7818,400000,5
3996900125,3,1,1,0,0,3,7,1948,1570,10228,230000,4
7796450200,3,2,2,0,0,3,8,2003,2550,5001,256883,5
7549802535,4,2,2,0,0,5,7,1920,1500,6480,423000,6
3278600320,3,2,2,0,0,3,8,2007,1750,2385,465000,5
2824079053,3,2,2,0,0,3,7,1997,2330,67268,440000,5
1222069094,3,2,1,0,0,4,7,1969,1560,50965,385000,5
3542300060,3,1,1,0,0,4,6,1943,1300,9514,210000,4
2222059065,3,2,2,0,0,3,8,1994,2030,10450,297000,5
7551300060,3,1,1,0,0,3,7,1952,1680,5000,470000,4
100600550,3,2,1,0,0,4,7,1976,1430,7500,226500,5
3211100860,3,1,1,0,0,4,6,1962,1400,8040,274250,4
3456000310,4,2,1,0,0,4,9,1966,2770,10744,840000,6
9526600140,3,2,2,0,0,3,8,2010,2750,4587,677900,5
7465900060,3,1,1,0,0,3,7,1915,1290,5000,425000,4
1222000055,2,1,1,0,0,3,6,1941,1250,14280,180250,3
6300000550,6,3,2,0,0,3,7,1994,1560,1312,464000,9
2310030510,4,2,2,0,0,3,8,1993,1630,6397,320000,6
1025049114,3,2,2,0,0,3,8,2014,1160,1327,625504,5
8677300550,4,2,1,0,0,3,9,1983,2520,12368,592500,6
4014400292,3,2,2,0,0,3,9,2005,2590,18386,465000,5
1102000196,4,3,2,0,0,3,8,1978,2130,8700,477000,7
257000138,2,1,1,0,0,3,6,1923,1100,14459,280000,3
46100204,5,3,1,0,3,3,9,1991,3836,20953,1510000,8
1909600046,3,2,2,0,0,3,8,2000,1320,5390,445838,5
1250202145,2,2,1,0,3,3,8,1947,2580,5184,1070000,4
7611200125,2,2,1,0,0,4,8,1947,2120,12040,467000,4
5611500140,4,2,2,0,0,3,10,1999,3070,8127,686000,6
7138000260,3,2,1,0,0,3,7,1961,1900,10125,279950,5
626059335,4,2,2,0,0,3,8,1987,1910,10055,527000,6
1922059282,3,2,1,0,0,4,8,1966,2080,9583,325000,5
705700390,3,2,2,0,0,3,7,1994,2020,8031,328000,5
7454001200,3,2,1,0,0,5,7,1942,1280,7392,390000,5
8682281200,2,2,1,0,0,3,8,2005,1640,6009,479950,4
7972000200,4,2,1,0,0,4,7,1978,1510,9753,264950,6
722059070,3,1,1,0,0,4,7,1961,1960,13068,235000,4
7202340400,3,2,2,0,0,3,7,2004,2250,4729,516500,5
8096000060,2,2,2,1,4,3,7,1978,2030,13193,655000,4
2424000060,4,3,1,0,0,5,7,1960,2280,15347,500000,7
9264902050,6,3,1,0,0,3,8,1978,2120,8236,315000,9
943100260,2,1,1,0,0,3,6,1961,1150,13702,213000,3
3677400445,3,2,2,0,0,5,7,1947,2090,4800,475000,5
1762600320,5,4,2,0,0,3,10,1983,3430,35096,1030000,9
4058000060,3,2,1,0,0,5,7,1976,2070,80100,416000,5
7228500560,4,1,2,0,0,3,7,2005,1510,4740,410000,5
326069104,3,4,2,0,0,3,10,1993,2920,148539,800000,7
5152100060,6,2,1,0,2,4,9,1965,2600,13988,472000,8
3584000310,3,2,1,0,0,4,7,1968,1190,8640,225000,5
8150100045,2,1,1,0,0,3,6,1940,830,4960,210000,3
1868901275,2,1,2,0,0,2,7,1925,1450,3750,455000,3
6131600075,3,1,1,0,0,4,6,1954,1260,8316,225000,4
9468200125,2,1,1,0,2,4,7,1918,1390,3060,480000,3
8029510030,3,2,2,0,0,3,9,1990,2570,10377,363000,5
2025069065,4,2,1,1,4,3,9,2000,3120,18841,2400000,6
7899800890,2,2,1,0,0,3,6,1954,1150,2566,181000,4
3021059276,4,2,1,0,0,4,7,1976,2010,7650,250000,6
3797001895,3,2,1,0,0,4,6,1918,1390,3000,481000,5
3832710960,3,2,1,0,0,4,7,1978,1750,7209,260000,5
1310430400,4,2,2,0,0,3,9,2001,3060,6567,455000,6
1422300030,3,2,2,0,0,3,8,1991,1730,36224,415000,5
1105000588,3,1,1,0,0,3,7,1953,1620,6331,349500,4
3830630060,3,2,2,0,0,3,7,1987,1630,6458,245000,5
5101404898,2,2,2,0,2,5,7,1928,1420,6816,592500,4
7972601890,4,2,1,0,0,4,7,1955,1910,7620,385000,6
5127001620,3,2,1,0,0,4,7,1974,1550,10650,315000,5
9407100800,3,1,1,0,0,3,7,1979,1380,10098,255000,4
1873100060,4,2,2,0,0,3,8,2006,2990,5659,693000,6
8722101360,3,1,2,0,0,3,8,1911,1660,4400,780000,4
8644000060,3,2,1,0,0,4,7,1960,1600,8470,237000,5
3325069129,3,2,2,0,0,3,10,1979,2380,33450,525000,5
1400300055,2,1,1,0,0,3,5,1930,1330,2580,425000,3
2123039032,1,1,1,1,4,5,5,1936,1230,14267,369900,2
8078560140,4,2,2,0,0,4,7,1988,1950,7475,290000,6
3438500192,3,1,1,0,0,3,7,1954,1130,6350,285000,4
7974200510,2,1,1,0,0,3,7,1937,1320,4465,415000,3
2557000400,3,2,1,0,0,3,8,1979,2070,8250,272500,5
7960900060,4,3,2,0,2,3,11,2008,3890,20060,2900000,7
4054500390,4,5,2,0,0,4,11,1989,4180,47443,1370000,9
6378500125,2,1,1,0,0,4,7,1939,1440,7530,436000,3
1745100140,3,1,1,0,0,4,7,1967,1350,8164,210000,4
2976800796,3,1,1,0,0,3,7,1961,1320,7619,236000,4
4235400186,3,2,1,0,0,3,7,2003,1440,2225,331000,5
4215100060,3,2,2,0,0,3,8,2006,2653,4927,365000,5
9189700045,3,2,1,0,0,5,8,1960,1660,10530,450000,5
1126049053,4,3,2,0,0,3,9,2014,1860,12136,770000,7
2022069200,4,2,1,0,0,3,8,1997,2670,49385,455000,6
9412900055,3,2,1,0,0,3,6,1908,2020,6000,405000,5
1722059235,4,2,1,0,0,4,7,1969,1720,11088,304900,6
6874200960,2,1,1,0,0,3,6,1931,1650,8775,170000,3
7424700045,5,3,2,0,1,5,9,1994,3050,7556,2050000,8
7202360350,4,2,2,0,0,3,9,2005,3920,7864,780000,6
5634500392,3,3,1,0,0,4,8,1988,2570,13300,330000,6
1509500060,4,2,2,0,0,3,9,1992,2410,8100,370000,6
7214810350,5,2,1,0,0,3,7,1979,2300,9750,467000,7
6647200060,3,2,1,0,0,3,7,1980,1670,7320,405000,5
9552700140,5,2,1,0,0,3,8,1985,2310,10300,675000,7
2200500350,2,1,1,0,0,4,7,1954,1520,13527,500000,3
6113400046,4,2,2,0,0,4,7,1968,2410,15256,389999,6
6619910140,4,2,1,0,2,4,8,1975,2120,9600,630000,6
1115450240,4,2,2,0,0,3,9,1992,2280,9937,360000,6
6073240060,4,3,2,0,0,3,8,1986,2320,11004,580000,7
9297300045,3,2,2,0,3,5,8,1929,2390,4166,550000,5
9510920070,4,2,2,0,0,3,10,1994,3150,11374,879000,6
5468730030,3,2,1,0,0,3,7,1993,1740,7316,265000,5
8079030390,3,2,2,0,0,3,8,1990,2400,7220,446500,5
600000152,3,2,1,0,0,3,7,1963,2140,5592,404000,5
1840000030,3,2,1,0,2,3,7,1957,1630,9052,267500,5
3225069065,4,5,1,1,4,3,10,2002,4550,19508,3080000,9
3260800030,3,2,2,0,0,3,8,1998,2510,7903,335000,5
2747100024,3,2,1,0,0,4,7,1948,2190,7310,576000,5
5104530560,3,2,2,0,0,3,8,2006,2370,4590,208633,5
4330600350,3,2,1,0,0,4,7,1964,1460,10139,315000,5
5016001535,3,2,1,0,0,4,8,1913,1740,4000,725000,5
7280300196,4,3,1,0,0,4,8,1965,1800,8275,550000,7
8651520400,4,2,2,0,0,3,8,1984,2250,9781,610750,6
7171200445,2,1,2,0,0,4,6,1908,1460,5000,550700,3
3204800200,4,3,2,0,0,5,8,1960,2720,8330,665000,7
3416600800,4,2,2,0,2,5,8,1928,2440,5750,834000,6
7994700030,5,2,2,0,0,3,6,1915,1660,78408,201000,7
1860600135,5,2,2,0,4,5,10,1921,2880,5400,2380000,7
4139480200,4,3,1,0,3,3,11,1997,3860,11244,1380000,7
4139480200,4,3,1,0,3,3,11,1997,3860,11244,1400000,7
1328320800,4,2,1,0,0,3,8,1979,2150,7350,305000,6
7771300125,3,2,1,0,0,5,8,1948,1570,8162,487000,5
3422059208,3,2,1,0,0,4,8,1988,2350,57500,390000,5
9521101455,2,1,1,0,0,4,7,1916,1570,3864,548000,3
4337000335,4,1,1,0,0,3,6,1943,1310,8775,268750,5
325059286,5,3,2,0,0,3,9,2013,1560,8384,819900,8
2597650240,3,2,2,0,0,3,8,1984,2660,17958,520000,5
3353400435,3,2,1,0,0,3,7,2003,1520,9518,230000,5
7972000240,3,2,1,0,0,3,7,1969,1510,9753,240000,5
7520000520,2,1,1,0,0,3,6,1984,1820,7460,232000,3
7520000520,2,1,1,0,0,3,6,1984,1820,7460,240500,3
3530210260,3,2,2,0,0,3,9,1987,3080,35781,274975,5
1959700550,4,2,2,0,0,4,9,1922,2320,5500,740000,6
1665400045,3,1,1,0,0,2,7,1952,1150,7600,186375,4
9542850320,3,2,1,0,0,4,9,1977,2500,10004,790000,5
3179100060,4,4,2,0,0,3,9,2002,2370,6120,880000,8
2946001550,6,2,2,0,0,4,7,1955,1590,7955,279000,8
8078490390,3,2,1,0,2,3,8,1991,1910,10450,295000,5
9550201550,2,1,1,0,0,3,7,1924,1710,5000,640000,3
191100045,4,2,2,0,0,5,9,1968,2770,9525,940000,6
5009600070,4,2,2,0,0,3,7,2003,1800,5894,260000,6
200350070,3,3,1,0,0,3,9,2004,2580,11045,559900,6
2877103726,4,2,2,0,0,5,7,1911,1820,3750,791500,6
405100295,3,2,1,0,0,3,7,1954,1740,8000,265000,5
4268200055,3,2,1,0,0,3,7,1954,880,78408,245000,5
3126069068,4,2,2,0,0,4,7,1962,2560,14764,485000,6
1115300070,4,4,2,0,0,3,9,2010,3470,8066,684000,8
6414100671,3,2,1,0,0,3,8,1957,1580,8691,425000,5
7004200060,4,2,1,0,0,4,6,1991,1660,20000,309600,6
7852110140,4,2,2,0,0,3,8,2002,2380,5823,552250,6
3969300030,4,1,1,0,0,3,6,1943,1020,7138,165000,5
3969300030,4,1,1,0,0,3,6,1943,1020,7138,239900,5
4048400070,2,1,1,0,0,4,6,1930,1360,32156,320000,3
808000070,3,2,1,0,0,4,7,1987,1720,12080,206600,5
7374200030,4,2,1,0,0,3,7,1973,2040,8646,387000,6
7325600160,1,1,1,0,0,3,4,1967,1300,19207,299000,2
2757000030,4,3,2,0,0,3,9,1965,2610,10180,855000,7
616000140,3,1,1,0,0,4,7,1954,1940,14400,315000,4
3363900111,2,1,1,0,2,5,7,1907,1930,3120,437500,3
9262800171,4,2,1,0,0,4,7,1969,1640,22654,252000,6
6607000126,4,2,1,0,0,5,7,1955,1600,5766,375000,6
5416510830,4,2,2,0,0,3,7,2005,2010,5091,300000,6
2201500030,4,1,2,0,0,4,7,1954,1750,10530,420000,5
325059171,3,1,1,0,0,3,7,1954,1340,17689,900000,4
952003285,3,2,2,0,2,3,9,2000,1520,5750,679900,5
3211290370,3,2,2,0,0,3,7,1992,1580,28399,463000,5
1072010350,5,2,2,0,0,4,9,1978,2470,11340,380000,7
8856950070,4,2,2,0,0,3,7,1994,1820,8168,329500,6
925059078,3,2,1,0,0,3,8,2013,2040,9363,604950,5
7855801090,5,2,1,0,2,4,8,1966,2920,8800,795000,7
723099065,3,2,2,0,0,3,7,1994,1380,44049,465000,5
6116500075,4,2,2,0,0,3,9,2002,2140,17449,673000,6
1118500030,4,2,2,0,0,3,10,1991,3400,21455,810000,6
424069250,4,3,1,0,0,4,8,1989,2770,24361,785000,7
3291800710,4,3,1,0,0,3,7,1986,1810,7650,338000,7
6838700060,3,2,2,0,0,3,7,1993,1430,7220,280000,5
2231500030,4,2,1,0,0,5,7,1954,1810,6929,315000,6
2231500030,4,2,1,0,0,5,7,1954,1810,6929,530000,6
7683900200,5,3,2,0,0,3,9,2004,2860,9721,380000,8
8155830060,3,2,2,0,0,3,7,1994,1650,7625,297000,5
98020310,4,2,2,0,0,3,10,2004,3480,7447,730000,6
9423400140,3,2,1,0,0,3,7,1940,1770,12600,450000,5
1545804860,3,3,1,0,0,3,7,1997,1680,7500,275000,6
2883200160,4,2,2,0,0,3,7,1960,1910,3120,595000,6
7132300695,3,2,2,0,0,3,7,2014,1590,2577,435000,5
1726059053,2,2,1,0,0,1,6,1954,3130,19868,270000,4
624111000,3,3,2,0,0,3,10,1986,3360,14142,950000,6
808300310,4,2,2,0,0,3,7,2001,2300,6930,389000,6
8563040160,4,2,1,0,0,3,8,1968,2420,8050,560000,6
713500030,5,4,2,0,2,3,11,1998,4050,19009,1350000,9
8651600160,4,2,2,0,0,4,8,1969,2450,9691,799000,6
9517200030,3,2,1,0,0,4,7,1983,1410,9600,365500,5
2460700700,3,2,1,0,0,3,7,1979,1710,7350,252350,5
1223039290,4,2,2,0,0,3,8,1993,1880,12000,403950,6
2890100060,4,2,1,0,0,3,7,1954,1610,10020,385000,6
7972600860,4,1,2,0,0,3,7,1957,1450,7620,345000,5
8857320070,3,3,2,0,0,4,9,1979,1950,2856,490000,6
4047200695,3,2,2,0,0,3,8,2005,1790,27743,330000,5
1653500070,4,3,2,0,0,3,8,1953,3180,12239,927000,7
1923000030,4,2,2,0,1,4,10,1983,3600,16553,1120000,6
3649100320,2,1,1,0,0,5,7,1950,2000,9600,330000,3
7375300160,5,2,1,0,0,4,7,1958,2110,8800,530000,7
5175800060,4,2,1,0,0,1,8,1962,2000,10071,365000,6
1604601375,3,2,2,0,0,3,7,2011,1060,3500,378750,5
2473251090,4,2,2,0,0,4,7,1968,1390,8750,269900,6
9126100861,3,4,2,0,0,3,8,2008,1630,1543,557000,7
3420069065,4,2,1,0,0,4,7,1974,1880,16963,360000,6
6021501685,2,1,1,0,0,4,7,1937,1560,4500,352000,3
1151100070,3,2,2,0,0,3,8,1994,2430,22357,437000,5
8856950240,4,2,2,0,0,3,7,1994,1820,7107,322500,6
9385200055,3,3,2,0,0,3,9,2001,1510,1352,650000,6
7821200390,3,2,3,0,0,3,8,2001,1290,3235,450000,5
8078520310,3,2,1,0,0,3,7,1998,1570,5250,278500,5
1565950030,4,2,2,0,0,3,8,1995,2090,6996,364950,6
1560930070,4,4,1,0,4,4,10,1986,3180,36852,840000,8
6700400140,3,2,2,0,0,3,7,1991,1550,8134,268000,5
2422029094,2,1,1,0,0,3,5,2006,1380,143947,517534,3
1774220160,3,2,2,0,0,4,8,1978,2990,36497,632925,5
1525200060,3,2,2,0,0,3,9,1995,2450,8118,577500,5
1678400105,4,2,2,0,2,3,7,1920,2850,6867,339000,6
3426059070,3,2,1,0,0,4,7,1967,2520,18295,570000,5
824079032,4,2,1,0,0,3,7,1964,2690,174240,563500,6
2697100140,4,2,1,0,0,5,7,1962,1910,8660,423000,6
8724300030,3,2,2,0,0,3,8,2012,2320,5465,355000,5
8678500060,5,4,2,0,0,3,12,1999,4680,211267,1550000,9
625049299,2,1,1,0,0,3,7,1941,1320,4050,482000,3
