,id,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,sqft_living15,sqft_lot15,price
132,1243100136,3,"3,5","1,5",0,0,3,9,1989,2480,88500,784000
133,8929000270,3,"2,5",2,0,0,3,8,2014,1690,1662,453246
134,2767602356,4,"3,5",3,0,0,3,9,2005,1540,2285,675000
135,921049315,3,"1,75",1,0,0,4,7,1956,1550,19265,199000
136,3655000070,4,"1,75",1,0,0,3,7,1968,1750,8140,220000
137,4027700812,4,"2,25",1,0,0,4,8,1968,1550,10436,452000
138,3992700335,2,1,1,0,0,3,6,1981,1060,5715,382500
139,2767603505,3,"2,25",3,0,0,3,8,2014,1350,1310,519950
140,4232901525,2,1,1,0,0,3,7,1925,1170,3600,665000
141,1777500060,5,"2,5",1,0,0,4,8,1968,2820,9375,527700
142,1432900240,3,1,1,0,0,4,7,1962,1610,8579,205000
143,6140100875,3,1,1,0,0,4,7,1923,1560,7940,420000
144,6071600370,4,"2,25",1,0,0,4,8,1961,2230,8824,500000
145,1526069017,4,"2,5",2,0,0,4,9,1994,2840,87991,921500
146,809001525,4,1,2,0,0,3,8,1905,2200,4000,890000
147,3224079105,2,"2,5",2,0,0,3,7,2007,1940,193842,430000
148,8075400570,5,2,1,0,0,4,8,1960,1360,18000,258000
149,1994200024,3,1,1,0,0,3,7,1947,1450,4599,511000
150,3362900810,3,2,2,0,0,3,8,1990,1500,3090,532170
151,1324300398,3,1,"1,5",0,0,3,7,1947,1420,5000,560000
152,537000445,3,1,1,0,0,4,7,1954,1680,8633,282950
153,7855801670,4,"3,25",2,0,3,3,12,2006,3160,9750,2250000
154,7920100045,1,1,1,0,0,3,7,1942,1010,5100,350000
155,8960000030,3,1,1,0,0,4,7,1967,1190,7669,215000
156,6388930390,5,"3,5",2,0,0,3,9,1996,2640,13675,650000
157,8731900200,4,"2,75",1,0,0,3,8,1967,1980,7875,320000
158,8029200135,3,2,"1,5",0,0,3,7,2013,1160,7198,247000
159,1081200350,4,"1,75",1,0,0,4,8,1968,1730,11180,320000
160,84000105,5,"2,25",1,0,0,3,7,1962,1010,11680,255000
161,3756500060,3,"1,75",1,0,0,3,7,1962,1200,9660,438000
162,7215720160,3,"2,5",2,0,0,3,10,2000,3400,12601,900000
163,3574800520,3,"2,75",1,0,0,3,7,1979,1710,8152,441000
164,2617300160,3,2,1,0,0,4,7,1975,2110,36590,420000
165,2558660270,3,"1,75",1,0,0,3,7,1976,1640,7500,370000
166,2009000370,2,"1,75",1,0,0,5,5,1949,1830,9750,269950
167,1836980160,4,"2,5",2,0,0,3,9,1999,2920,4500,807100
168,3261020370,3,"2,5",1,0,0,4,8,1979,2480,8750,653000
169,1755700060,3,2,1,0,0,5,7,1964,1770,7288,371500
170,4330600435,3,"1,75",1,0,0,3,7,1954,1070,7920,284000
171,9542800700,3,"1,75",1,0,0,4,7,1978,1930,7350,272000
172,1999700045,3,"1,5","1,5",0,0,3,7,1955,1480,7940,313000
173,1762600070,4,"2,5",2,0,0,3,10,1984,3740,35230,917500
174,1687900520,4,"2,25",2,0,0,4,8,1980,2260,8335,673000
175,7234600798,3,"2,5",2,0,0,3,8,2008,1590,1795,425000
176,3881900445,5,"2,75",1,0,0,3,7,1986,1280,2150,399950
177,2254502445,3,1,1,0,0,3,6,1901,1200,4800,385000
178,5437810320,3,"1,5",1,0,2,4,7,1975,1950,8941,269950
179,9158100075,2,1,1,0,0,3,7,1949,1540,8280,330000
180,3830630310,3,"2,5",2,0,0,3,7,1988,1670,6183,260000
181,8123100045,4,3,"1,5",0,0,4,7,1925,1410,5375,470000
182,3127200041,4,3,2,0,0,5,7,1961,2290,9600,589000
183,6661200320,2,"1,5",2,0,0,3,7,1996,1050,3417,163500
184,11510310,4,"2,75",2,0,0,3,9,1993,2260,9984,835000
185,825059270,5,3,1,0,2,4,10,1986,2540,10270,1100000
186,8731951370,4,"1,75",1,0,0,4,8,1969,2190,8910,269000
187,1954440060,3,"2,5",2,0,0,3,8,1987,2030,8744,560000
188,2264500350,4,1,"1,5",0,0,4,6,1901,1330,4400,615000
189,1115810060,3,"2,25",1,0,0,3,8,1975,2230,9340,585188
190,9477200200,3,"1,75",1,0,0,3,7,1977,1540,8400,305000
191,1432600560,3,1,1,0,0,3,6,1959,1230,7980,166950
192,2287000060,3,"2,5",1,0,0,4,8,1959,2680,10083,799000
193,3663500060,3,"2,5",1,0,0,4,7,1962,1900,7818,400000
194,3996900125,3,1,1,0,0,3,7,1948,1570,10228,230000
195,7796450200,3,"2,5",2,0,0,3,8,2003,2550,5001,256883
196,7549802535,4,2,"1,5",0,0,5,7,1920,1500,6480,423000
197,3278600320,3,"2,5",2,0,0,3,8,2007,1750,2385,465000
198,2824079053,3,"2,5",2,0,0,3,7,1997,2330,67268,440000
199,1222069094,3,"1,75",1,0,0,4,7,1969,1560,50965,385000
200,3542300060,3,1,1,0,0,4,6,1943,1300,9514,210000
201,2222059065,3,"2,5",2,0,0,3,8,1994,2030,10450,297000
202,7551300060,3,1,1,0,0,3,7,1952,1680,5000,470000
203,100600550,3,"1,5",1,0,0,4,7,1976,1430,7500,226500
204,3211100860,3,1,1,0,0,4,6,1962,1400,8040,274250
205,3456000310,4,"1,75",1,0,0,4,9,1966,2770,10744,840000
206,9526600140,3,"2,5",2,0,0,3,8,2010,2750,4587,677900
207,7465900060,3,1,1,0,0,3,7,1915,1290,5000,425000
208,1222000055,2,"0,75",1,0,0,3,6,1941,1250,14280,180250
209,6300000550,6,3,2,0,0,3,7,1994,1560,1312,464000
210,2310030510,4,"2,25",2,0,0,3,8,1993,1630,6397,320000
211,1025049114,3,"2,25",2,0,0,3,8,2014,1160,1327,625504
212,8677300550,4,"2,5",1,0,0,3,9,1983,2520,12368,592500
213,4014400292,3,"2,5",2,0,0,3,9,2005,2590,18386,465000
214,1102000196,4,"2,75",2,0,0,3,8,1978,2130,8700,477000
215,257000138,2,1,1,0,0,3,6,1923,1100,14459,280000
216,46100204,5,3,1,0,3,3,9,1991,3836,20953,1510000
217,1909600046,3,"2,5",2,0,0,3,8,2000,1320,5390,445838
218,1250202145,2,"2,25",1,0,3,3,8,1947,2580,5184,1070000
219,7611200125,2,"1,5",1,0,0,4,8,1947,2120,12040,467000
220,5611500140,4,"2,5",2,0,0,3,10,1999,3070,8127,686000
221,7138000260,3,2,1,0,0,3,7,1961,1900,10125,279950
222,626059335,4,"2,25",2,0,0,3,8,1987,1910,10055,527000
223,1922059282,3,"2,25",1,0,0,4,8,1966,2080,9583,325000
224,705700390,3,"2,25",2,0,0,3,7,1994,2020,8031,328000
225,7454001200,3,"2,25",1,0,0,5,7,1942,1280,7392,390000
226,8682281200,2,2,1,0,0,3,8,2005,1640,6009,479950
227,7972000200,4,"2,25",1,0,0,4,7,1978,1510,9753,264950
228,722059070,3,1,1,0,0,4,7,1961,1960,13068,235000
229,7202340400,3,"2,5",2,0,0,3,7,2004,2250,4729,516500
230,8096000060,2,"1,75",2,1,4,3,7,1978,2030,13193,655000
231,2424000060,4,"2,75",1,0,0,5,7,1960,2280,15347,500000
232,9264902050,6,"2,75",1,0,0,3,8,1978,2120,8236,315000
233,943100260,2,1,1,0,0,3,6,1961,1150,13702,213000
234,3677400445,3,"1,5","1,5",0,0,5,7,1947,2090,4800,475000
235,1762600320,5,4,2,0,0,3,10,1983,3430,35096,1030000
236,4058000060,3,2,1,0,0,5,7,1976,2070,80100,416000
237,7228500560,4,1,"1,5",0,0,3,7,2005,1510,4740,410000
238,326069104,3,"3,5",2,0,0,3,10,1993,2920,148539,800000
239,5152100060,6,"2,5",1,0,2,4,9,1965,2600,13988,472000
240,3584000310,3,"1,75",1,0,0,4,7,1968,1190,8640,225000
241,8150100045,2,1,1,0,0,3,6,1940,830,4960,210000
242,1868901275,2,1,"1,5",0,0,2,7,1925,1450,3750,455000
243,6131600075,3,1,1,0,0,4,6,1954,1260,8316,225000
244,9468200125,2,1,1,0,2,4,7,1918,1390,3060,480000
245,8029510030,3,"2,5",2,0,0,3,9,1990,2570,10377,363000
246,2025069065,4,"2,5",1,1,4,3,9,2000,3120,18841,2400000
247,7899800890,2,"1,5",1,0,0,3,6,1954,1150,2566,181000
248,3021059276,4,2,1,0,0,4,7,1976,2010,7650,250000
249,3797001895,3,"1,75",1,0,0,4,6,1918,1390,3000,481000
250,3832710960,3,2,1,0,0,4,7,1978,1750,7209,260000
251,1310430400,4,"2,5",2,0,0,3,9,2001,3060,6567,455000
252,1422300030,3,"2,25",2,0,0,3,8,1991,1730,36224,415000
253,1105000588,3,1,1,0,0,3,7,1953,1620,6331,349500
254,3830630060,3,"2,5",2,0,0,3,7,1987,1630,6458,245000
255,5101404898,2,2,"1,5",0,2,5,7,1928,1420,6816,592500
256,7972601890,4,"1,75",1,0,0,4,7,1955,1910,7620,385000
257,5127001620,3,"1,75",1,0,0,4,7,1974,1550,10650,315000
258,9407100800,3,1,1,0,0,3,7,1979,1380,10098,255000
259,1873100060,4,"2,5",2,0,0,3,8,2006,2990,5659,693000
260,8722101360,3,1,"1,5",0,0,3,8,1911,1660,4400,780000
261,8644000060,3,"1,75",1,0,0,4,7,1960,1600,8470,237000
262,3325069129,3,"2,25",2,0,0,3,10,1979,2380,33450,525000
263,1400300055,2,1,1,0,0,3,5,1930,1330,2580,425000
264,2123039032,1,"0,75",1,1,4,5,5,1936,1230,14267,369900
265,8078560140,4,"2,5",2,0,0,4,7,1988,1950,7475,290000
266,3438500192,3,1,1,0,0,3,7,1954,1130,6350,285000
267,7974200510,2,1,1,0,0,3,7,1937,1320,4465,415000
268,2557000400,3,"2,5",1,0,0,3,8,1979,2070,8250,272500
269,7960900060,4,"3,25","1,5",0,2,3,11,2008,3890,20060,2900000
270,4054500390,4,"4,75",2,0,0,4,11,1989,4180,47443,1370000
271,6378500125,2,1,1,0,0,4,7,1939,1440,7530,436000
272,1745100140,3,1,1,0,0,4,7,1967,1350,8164,210000
273,2976800796,3,1,1,0,0,3,7,1961,1320,7619,236000
274,4235400186,3,"1,75",1,0,0,3,7,2003,1440,2225,331000
275,4215100060,3,"2,5",2,0,0,3,8,2006,2653,4927,365000
276,9189700045,3,2,1,0,0,5,8,1960,1660,10530,450000
277,1126049053,4,"2,75",2,0,0,3,9,2014,1860,12136,770000
278,2022069200,4,"2,5",1,0,0,3,8,1997,2670,49385,455000
279,9412900055,3,"1,75",1,0,0,3,6,1908,2020,6000,405000
280,1722059235,4,"1,75",1,0,0,4,7,1969,1720,11088,304900
281,6874200960,2,1,1,0,0,3,6,1931,1650,8775,170000
282,7424700045,5,3,2,0,1,5,9,1994,3050,7556,2050000
283,7202360350,4,"2,5",2,0,0,3,9,2005,3920,7864,780000
284,5634500392,3,3,1,0,0,4,8,1988,2570,13300,330000
285,1509500060,4,"2,5",2,0,0,3,9,1992,2410,8100,370000
286,7214810350,5,"2,25",1,0,0,3,7,1979,2300,9750,467000
287,6647200060,3,"1,75",1,0,0,3,7,1980,1670,7320,405000
288,9552700140,5,"2,25",1,0,0,3,8,1985,2310,10300,675000
289,2200500350,2,1,1,0,0,4,7,1954,1520,13527,500000
290,6113400046,4,"2,5",2,0,0,4,7,1968,2410,15256,389999
291,6619910140,4,"1,75",1,0,2,4,8,1975,2120,9600,630000
292,1115450240,4,"2,5",2,0,0,3,9,1992,2280,9937,360000
293,6073240060,4,3,2,0,0,3,8,1986,2320,11004,580000
294,9297300045,3,2,2,0,3,5,8,1929,2390,4166,550000
295,9510920070,4,"2,5",2,0,0,3,10,1994,3150,11374,879000
296,5468730030,3,2,1,0,0,3,7,1993,1740,7316,265000
297,8079030390,3,"2,5",2,0,0,3,8,1990,2400,7220,446500
298,600000152,3,"1,5",1,0,0,3,7,1963,2140,5592,404000
299,1840000030,3,"1,75",1,0,2,3,7,1957,1630,9052,267500
300,3225069065,4,5,1,1,4,3,10,2002,4550,19508,3080000
301,3260800030,3,"2,5",2,0,0,3,8,1998,2510,7903,335000
302,2747100024,3,"2,5",1,0,0,4,7,1948,2190,7310,576000
303,5104530560,3,"2,5",2,0,0,3,8,2006,2370,4590,208633
304,4330600350,3,"2,25",1,0,0,4,7,1964,1460,10139,315000
305,5016001535,3,"1,75",1,0,0,4,8,1913,1740,4000,725000
306,7280300196,4,"2,75",1,0,0,4,8,1965,1800,8275,550000
307,8651520400,4,"2,25",2,0,0,3,8,1984,2250,9781,610750
308,7171200445,2,1,"1,5",0,0,4,6,1908,1460,5000,550700
309,3204800200,4,"2,75",2,0,0,5,8,1960,2720,8330,665000
310,3416600800,4,"2,5","1,5",0,2,5,8,1928,2440,5750,834000
311,7994700030,5,"1,75","1,5",0,0,3,6,1915,1660,78408,201000
312,1860600135,5,"2,5",2,0,4,5,10,1921,2880,5400,2380000
313,4139480200,4,"3,25",1,0,3,3,11,1997,3860,11244,1380000
314,4139480200,4,"3,25",1,0,3,3,11,1997,3860,11244,1400000
315,1328320800,4,"2,25",1,0,0,3,8,1979,2150,7350,305000
316,7771300125,3,2,1,0,0,5,8,1948,1570,8162,487000
317,3422059208,3,"2,5",1,0,0,4,8,1988,2350,57500,390000
318,9521101455,2,1,1,0,0,4,7,1916,1570,3864,548000
319,4337000335,4,1,1,0,0,3,6,1943,1310,8775,268750
320,325059286,5,"2,75",2,0,0,3,9,2013,1560,8384,819900
321,2597650240,3,"2,25",2,0,0,3,8,1984,2660,17958,520000
322,3353400435,3,2,1,0,0,3,7,2003,1520,9518,230000
323,7972000240,3,"1,75",1,0,0,3,7,1969,1510,9753,240000
324,7520000520,2,1,1,0,0,3,6,1984,1820,7460,232000
325,7520000520,2,1,1,0,0,3,6,1984,1820,7460,240500
326,3530210260,3,"2,5",2,0,0,3,9,1987,3080,35781,274975
327,1959700550,4,2,"1,5",0,0,4,9,1922,2320,5500,740000
328,1665400045,3,1,1,0,0,2,7,1952,1150,7600,186375
329,9542850320,3,"2,25",1,0,0,4,9,1977,2500,10004,790000
330,3179100060,4,"3,5",2,0,0,3,9,2002,2370,6120,880000
331,2946001550,6,"1,75",2,0,0,4,7,1955,1590,7955,279000
332,8078490390,3,2,1,0,2,3,8,1991,1910,10450,295000
333,9550201550,2,1,1,0,0,3,7,1924,1710,5000,640000
334,191100045,4,2,2,0,0,5,9,1968,2770,9525,940000
335,5009600070,4,"2,5",2,0,0,3,7,2003,1800,5894,260000
336,200350070,3,"2,75",1,0,0,3,9,2004,2580,11045,559900
337,2877103726,4,2,"1,5",0,0,5,7,1911,1820,3750,791500
338,405100295,3,"1,75",1,0,0,3,7,1954,1740,8000,265000
339,4268200055,3,"1,75",1,0,0,3,7,1954,880,78408,245000
340,3126069068,4,"1,75",2,0,0,4,7,1962,2560,14764,485000
341,1115300070,4,"3,5",2,0,0,3,9,2010,3470,8066,684000
342,6414100671,3,"1,75",1,0,0,3,8,1957,1580,8691,425000
343,7004200060,4,"1,75",1,0,0,4,6,1991,1660,20000,309600
344,7852110140,4,"2,5",2,0,0,3,8,2002,2380,5823,552250
345,3969300030,4,1,1,0,0,3,6,1943,1020,7138,165000
346,3969300030,4,1,1,0,0,3,6,1943,1020,7138,239900
347,4048400070,2,1,1,0,0,4,6,1930,1360,32156,320000
348,808000070,3,2,1,0,0,4,7,1987,1720,12080,206600
349,7374200030,4,"1,75",1,0,0,3,7,1973,2040,8646,387000
350,7325600160,1,"0,75",1,0,0,3,4,1967,1300,19207,299000
351,2757000030,4,"2,75",2,0,0,3,9,1965,2610,10180,855000
352,616000140,3,1,1,0,0,4,7,1954,1940,14400,315000
353,3363900111,2,1,1,0,2,5,7,1907,1930,3120,437500
354,9262800171,4,"1,5",1,0,0,4,7,1969,1640,22654,252000
355,6607000126,4,"1,75",1,0,0,5,7,1955,1600,5766,375000
356,5416510830,4,"2,5",2,0,0,3,7,2005,2010,5091,300000
357,2201500030,4,1,"1,5",0,0,4,7,1954,1750,10530,420000
358,325059171,3,1,1,0,0,3,7,1954,1340,17689,900000
359,952003285,3,"2,5",2,0,2,3,9,2000,1520,5750,679900
360,3211290370,3,"2,5",2,0,0,3,7,1992,1580,28399,463000
361,1072010350,5,"2,5",2,0,0,4,9,1978,2470,11340,380000
362,8856950070,4,"2,5",2,0,0,3,7,1994,1820,8168,329500
363,925059078,3,"2,5",1,0,0,3,8,2013,2040,9363,604950
364,7855801090,5,"2,5",1,0,2,4,8,1966,2920,8800,795000
365,723099065,3,2,2,0,0,3,7,1994,1380,44049,465000
366,6116500075,4,"2,5",2,0,0,3,9,2002,2140,17449,673000
367,1118500030,4,"2,5",2,0,0,3,10,1991,3400,21455,810000
368,424069250,4,"2,75",1,0,0,4,8,1989,2770,24361,785000
369,3291800710,4,3,1,0,0,3,7,1986,1810,7650,338000
370,6838700060,3,"2,25",2,0,0,3,7,1993,1430,7220,280000
371,2231500030,4,"2,25",1,0,0,5,7,1954,1810,6929,315000
372,2231500030,4,"2,25",1,0,0,5,7,1954,1810,6929,530000
373,7683900200,5,3,2,0,0,3,9,2004,2860,9721,380000
374,8155830060,3,"2,25",2,0,0,3,7,1994,1650,7625,297000
375,98020310,4,"2,5",2,0,0,3,10,2004,3480,7447,730000
376,9423400140,3,"1,75",1,0,0,3,7,1940,1770,12600,450000
377,1545804860,3,3,1,0,0,3,7,1997,1680,7500,275000
378,2883200160,4,2,2,0,0,3,7,1960,1910,3120,595000
379,7132300695,3,"1,5","1,5",0,0,3,7,2014,1590,2577,435000
380,1726059053,2,"1,5",1,0,0,1,6,1954,3130,19868,270000
381,624111000,3,3,2,0,0,3,10,1986,3360,14142,950000
382,808300310,4,"2,25",2,0,0,3,7,2001,2300,6930,389000
383,8563040160,4,"2,25",1,0,0,3,8,1968,2420,8050,560000
384,713500030,5,"3,5",2,0,2,3,11,1998,4050,19009,1350000
385,8651600160,4,"2,25",2,0,0,4,8,1969,2450,9691,799000
386,9517200030,3,2,1,0,0,4,7,1983,1410,9600,365500
387,2460700700,3,2,1,0,0,3,7,1979,1710,7350,252350
388,1223039290,4,"2,5",2,0,0,3,8,1993,1880,12000,403950
389,2890100060,4,"1,5",1,0,0,3,7,1954,1610,10020,385000
390,7972600860,4,1,"1,5",0,0,3,7,1957,1450,7620,345000
391,8857320070,3,"2,75",2,0,0,4,9,1979,1950,2856,490000
392,4047200695,3,"2,5",2,0,0,3,8,2005,1790,27743,330000
393,1653500070,4,"2,75",2,0,0,3,8,1953,3180,12239,927000
